name,ring,quadrant,isNew,moved,description
efyEepLMR,assess,languages & frameworks,false,-3,MlITsnKMEAcEJEVeejVIeGjyOsYbKNklxyStbhovdpsikLyQpoOAwWiNMTesDABde
eLU,adopt,languages & frameworks,false,-3,wccSxJxfeZNOMdILEdtLzQOByUyXlUfzTZAfwvhtMqVfLknYQIyrLI
rZhzhEzLbb,hold,techniques,true,-3,qUppiMswhlVjmoutrnFKRfGtYeUucxqPttuqquZjwNwCjhjEMBvBwWjM
smx,assess,languages & frameworks,false,0,ntBdyCYvWkxAYUfrIgzPzQZOENXUVZPVEjzCwGJvfLyIdudpQQN
lAWC,hold,platforms,true,3,gdUNpZsgTkwpDPiWqCafhTpRVaaGuoiYZmRdBlKYyyDaDUKyRXSIHTDpAYBDVMHUpPMPSVgaxObLUGmTuXsMszaeuBbPXXgcmAmueiFsakVUegsunZqiqZEfyXag
egIGXfRawisRbs,assess,tools,true,-2,AbGwxlqmhCivKGGEtEDtOffYNPHbmupuNWzPORKUYTiJSuEQzttqwzERRpFyczCNDLOVAkQTgoBBHJCxhydCzZlYePIQvRbyqQYSjQlwkHEFPJkjPDnmADmeRFKDlpmgQQrWnMg
jIoC,adopt,platforms,true,-3,CoUYOuGiOWsYtfWByTdrZnRRieoWnrsUXpBbFgatPlKZ
hUVcfRH,assess,techniques,true,-3,vdWCGNWmgoCaRvRGHdQcITiXcEDqHvxwagenusjgZFeMkVEZEHVOirOBKmgpIFaXiwflprWGpiFtlArxpVFOKPqtGUYmeOox
etX,assess,languages & frameworks,true,3,elIIsLleiGBLUKgXyXgkYtYVVtndhYbCNvNrToiltJUBIRSflszjvzFBYSedEUtDgzFGbeVtxgcS
ahpqJAkS,assess,platforms,true,1,uaqFojrelPAjhbhbltPenLsTLiLDlyQzLwOsgBFxgtumQOedtCpozzhhcixOtVwVKpzEZYnJWSjMyRhCIKOUVUlHTgoYSKQPvGWTBeMpnsKvNFfbtbHlpEdiwBMKzTUixIRCLuJkvYxNtiRSojtlDB
TrHwa,hold,techniques,false,1,NDlIDhKJnNnPPLUAWUIKwyIJpDfvQqJdnaTqkBxWdrOzffjrFeC
MyKs,adopt,techniques,true,2,YRthvNFDPuZlYjGFPfzgyeIyviaZgCdrYzXnivpzkdXoTdvAUfEMeVZBQIAhhdQqSZZiDdkfTAeOmDLlnZZHFASQNKiNJqYiNeZ
lbDQZHIM,adopt,platforms,false,-3,WMzwacnqRovnbjsONFQKkkUxSRjDinMFIjpLZzjYGEkXTdyQoNaNRRNBFQSiSJRNHViOwwptIMsWDLDUV
